,city,day,convrate,avspend,visits,Gsearchprod,online_purchases,sales
1346,Naples,2020-01-06,0.72,24.15,28177,1613,20287.44,489941.6759999999
1347,Milan,2020-01-07,0.503,57.26,37824,10051,19025.472,1089398.52672
1348,Rome,2020-01-07,0.6940000000000001,28.86,17428,5651,12095.032000000001,349062.62352
1349,Naples,2020-01-07,0.405,37.85,28106,1659,11382.93,430843.90050000005
1350,Milan,2020-01-08,0.474,62.52,37768,10057,17902.032,1119235.04064
1351,Rome,2020-01-08,0.591,37.63,16935,5580,10008.585,376623.05355
1352,Naples,2020-01-08,0.36700000000000005,44.43,28135,1583,10325.545000000002,458763.9643500001
1353,Milan,2020-01-09,0.41,74.43,37822,10174,15507.019999999999,1154187.4986
1354,Rome,2020-01-09,0.451,46.34,16956,5647,7647.156,354369.20904000005
1355,Naples,2020-01-09,0.618,25.55,28231,1752,17446.758,445764.66690000007
1356,Milan,2020-01-10,0.537,59.83,37801,10101,20299.137000000002,1214497.3667100002
1357,Rome,2020-01-10,0.74,28.02,17213,5607,12737.619999999999,356908.1124
1358,Naples,2020-01-10,0.384,39.87,28436,1611,10919.424,435357.43488
1359,Milan,2020-01-11,0.395,78.5,37549,10090,14831.855000000001,1164300.6175000002
1360,Rome,2020-01-11,0.647,31.12,17243,5612,11156.221,347181.59752
1361,Naples,2020-01-11,0.5579999999999999,29.1,28198,1588,15734.483999999999,457873.48439999996
1362,Milan,2020-01-12,0.5670000000000001,53.88,37704,10104,21378.168,1151855.6918400002
1363,Rome,2020-01-12,0.715,26.96,17497,5686,12510.355,337279.1708
1364,Naples,2020-01-12,0.593,27.4,28239,1632,16745.727,458832.9198
1365,Milan,2020-01-13,0.638,48.0,37743,10075,24080.034,1155841.632
1366,Rome,2020-01-13,0.391,45.73,17431,5661,6815.521000000001,311673.77533000003
1367,Naples,2020-01-13,0.509,33.62,28051,1596,14277.959,480024.98157999996
1368,Milan,2020-01-14,0.365,81.15,37838,10068,13810.869999999999,1120752.1005
1369,Rome,2020-01-14,0.495,43.13,17159,5526,8493.705,366333.49665000004
1370,Naples,2020-01-14,0.5670000000000001,23.97,28435,1749,16122.645000000002,386459.80065000005
1371,Milan,2020-01-15,0.37200000000000005,79.17,37701,10062,14024.772000000003,1110341.1992400002
1372,Rome,2020-01-15,0.7120000000000001,28.35,17314,5649,12327.568000000001,349486.55280000006
1373,Naples,2020-01-15,0.626,23.29,28316,1546,17725.816,412834.25463999994
1374,Milan,2020-01-16,0.371,80.36,37727,10081,13996.717,1124776.17812
1375,Rome,2020-01-16,0.402,48.87,17259,5679,6938.118,339065.82666
1376,Naples,2020-01-16,0.505,32.12,28386,1583,14334.93,460437.9516
1377,Milan,2020-01-17,0.5539999999999999,51.27,37778,10139,20929.012,1073030.44524
1378,Rome,2020-01-17,0.45,44.88,17162,5603,7722.900000000001,346603.75200000004
1379,Naples,2020-01-17,0.727,19.41,28398,1622,20645.345999999998,400726.16585999995
1380,Milan,2020-01-18,0.541,56.89,37639,10111,20362.699,1158433.9461100001
1381,Rome,2020-01-18,0.491,37.61,17438,5779,8562.057999999999,322019.00138
1382,Naples,2020-01-18,0.561,29.55,28250,1554,15848.250000000002,468315.7875000001
1383,Milan,2020-01-19,0.5529999999999999,57.39,37745,10103,20872.984999999997,1197900.60915
1384,Rome,2020-01-19,0.47,43.32,17311,5693,8136.169999999999,352458.8844
1385,Naples,2020-01-19,0.402,40.91,28250,1594,11356.5,464594.415
1386,Milan,2020-01-20,0.514,59.09,37986,10075,19524.804,1153720.66836
1387,Rome,2020-01-20,0.544,36.84,17504,5784,9522.176000000001,350796.9638400001
1388,Naples,2020-01-20,0.6970000000000001,22.36,27971,1652,19495.787,435925.79732
1389,Milan,2020-01-21,0.523,58.89,37758,10109,19747.434,1162926.3882600002
1390,Rome,2020-01-21,0.7120000000000001,30.68,17462,5607,12432.944000000001,381442.72192000004
1391,Naples,2020-01-21,0.741,22.95,27743,1500,20557.563,471796.07084999996
1392,Milan,2020-01-22,0.441,73.66,37785,10072,16663.185,1227410.2071
1393,Rome,2020-01-22,0.7040000000000001,30.2,17646,5648,12422.784000000001,375168.07680000004
1394,Naples,2020-01-22,0.43700000000000006,31.94,28136,1768,12295.432,392716.09808
1395,Milan,2020-01-23,0.504,62.29,37939,10168,19121.256,1191063.03624
1396,Rome,2020-01-23,0.745,28.33,17598,5799,13110.51,371420.7483
1397,Naples,2020-01-23,0.722,22.35,28265,1768,20407.329999999998,456103.8255
1398,Milan,2020-01-24,0.708,41.38,37873,10070,26814.084,1109566.79592
1399,Rome,2020-01-24,0.623,32.6,17385,5786,10830.855,353085.873
1400,Naples,2020-01-24,0.657,25.66,28340,1759,18619.38,477773.2908
1401,Milan,2020-01-25,0.677,46.33,37932,10083,25679.964,1189752.73212
1402,Rome,2020-01-25,0.613,32.44,17473,5768,10710.949,347463.18556
1403,Naples,2020-01-25,0.6559999999999999,24.27,28305,1632,18568.079999999998,450647.30159999995
1404,Milan,2020-01-26,0.47700000000000004,69.68,38143,10198,18194.211000000003,1267772.6224800004
1405,Rome,2020-01-26,0.57,35.53,17411,5682,9924.269999999999,352609.31309999997
1406,Naples,2020-01-26,0.588,27.63,28480,1570,16746.239999999998,462698.6111999999
1407,Milan,2020-01-27,0.7020000000000001,42.23,37827,10079,26554.554000000004,1121398.81542
1408,Rome,2020-01-27,0.636,31.23,17145,5641,10904.22,340538.7906
1409,Naples,2020-01-27,0.397,44.58,28424,1690,11284.328000000001,503055.34224
1410,Milan,2020-01-28,0.732,44.43,37697,10083,27594.203999999998,1226010.48372
1411,Rome,2020-01-28,0.7120000000000001,27.48,17230,5669,12267.760000000002,337118.04480000003
1412,Naples,2020-01-28,0.58,31.42,28436,1788,16492.879999999997,518206.28959999996
1413,Milan,2020-01-29,0.382,81.01,37855,10181,14460.61,1171454.0161000001
1414,Rome,2020-01-29,0.644,32.62,17337,5698,11165.028,364203.21336
1415,Naples,2020-01-29,0.491,30.5,28261,1658,13876.151,423222.6055
1416,Milan,2020-01-30,0.7190000000000001,40.19,37808,10124,27183.952000000005,1092523.0308800002
1417,Rome,2020-01-30,0.371,55.09,17192,5801,6378.232,351376.80088
1418,Naples,2020-01-30,0.7190000000000001,23.45,28213,1856,20285.147,475686.69715
1419,Milan,2020-01-31,0.67,43.41,37754,10057,25295.18,1098063.7637999998
1420,Rome,2020-01-31,0.575,34.37,17342,5742,9971.65,342725.61049999995
1421,Naples,2020-01-31,0.613,27.59,27811,1535,17048.143,470358.26537
1422,Milan,2020-02-01,0.43200000000000005,73.22,37906,10188,16375.392000000002,1199006.20224
1423,Rome,2020-02-01,0.6970000000000001,30.12,17337,5739,12083.889000000001,363966.73668000003
1424,Naples,2020-02-01,0.38799999999999996,44.96,27912,1792,10829.855999999998,486910.3257599999
1425,Milan,2020-02-02,0.375,82.39,38053,10077,14269.875,1175695.00125
1426,Rome,2020-02-02,0.418,47.42,17807,5795,7443.326,352962.51892
1427,Naples,2020-02-02,0.519,31.67,28326,1677,14701.194000000001,465586.8139800001
1428,Milan,2020-02-03,0.618,48.55,37810,10140,23366.579999999998,1134447.4589999998
1429,Rome,2020-02-03,0.371,56.58,17528,5794,6502.888,367933.40304
1430,Naples,2020-02-03,0.36700000000000005,39.52,28419,1770,10429.773000000001,412184.62896000006
1431,Milan,2020-02-04,0.6809999999999999,45.04,37913,10140,25818.752999999997,1162876.6351199998
1432,Rome,2020-02-04,0.682,30.82,17414,5717,11876.348000000002,366029.04536000005
1433,Naples,2020-02-04,0.485,33.06,28398,1712,13773.029999999999,455336.37179999996
1434,Milan,2020-02-05,0.5920000000000001,51.8,38138,10184,22577.696000000004,1169524.6528
1435,Rome,2020-02-05,0.37200000000000005,55.66,17584,5785,6541.2480000000005,364085.86368
1436,Naples,2020-02-05,0.6459999999999999,23.64,28332,1458,18302.471999999998,432670.43807999993
1437,Milan,2020-02-06,0.534,57.53,37998,10173,20290.932,1167337.3179600001
1438,Rome,2020-02-06,0.727,27.39,17241,5799,12534.207,343311.92973000003
1439,Naples,2020-02-06,0.39299999999999996,41.02,28129,1509,11054.696999999998,453463.67094
1440,Milan,2020-02-07,0.5660000000000001,53.8,37800,10108,21394.800000000003,1151040.24
1441,Rome,2020-02-07,0.43799999999999994,47.41,17610,5809,7713.179999999999,365681.86379999993
1442,Naples,2020-02-07,0.49700000000000005,34.45,28198,1851,14014.406,482796.28670000006
1443,Milan,2020-02-08,0.625,49.3,37618,10022,23511.25,1159104.625
1444,Rome,2020-02-08,0.354,58.48,17484,5607,6189.335999999999,361952.3692799999
1445,Naples,2020-02-08,0.447,36.46,27955,1578,12495.885,455599.9671
1446,Milan,2020-02-09,0.511,59.07,37750,10138,19290.25,1139475.0675000001
1447,Rome,2020-02-09,0.618,33.13,17458,5672,10789.044,357441.02772
1448,Naples,2020-02-09,0.5660000000000001,31.24,28221,1585,15973.086000000001,498999.20664
1449,Milan,2020-02-10,0.5820000000000001,51.61,37867,10210,22038.594,1137411.83634
1450,Rome,2020-02-10,0.5670000000000001,35.36,17236,5611,9772.812000000002,345566.63232000003
1451,Naples,2020-02-10,0.7090000000000001,25.05,28364,1575,20110.076,503757.40380000003
1452,Milan,2020-02-11,0.515,59.17,37921,10201,19529.315,1155549.56855
1453,Rome,2020-02-11,0.495,43.14,17480,5810,8652.6,373273.16400000005
1454,Naples,2020-02-11,0.742,21.69,28469,1674,21123.998,458179.51662
1455,Milan,2020-02-12,0.36,84.81,37659,10080,13557.24,1149789.5244
1456,Rome,2020-02-12,0.743,27.5,17645,5864,13110.235,360531.4625
1457,Naples,2020-02-12,0.35600000000000004,47.25,28502,1577,10146.712000000001,479432.14200000005
1458,Milan,2020-02-13,0.36200000000000004,80.37,37808,10229,13686.496000000001,1099983.6835200002
1459,Rome,2020-02-13,0.7190000000000001,26.27,17554,5854,12621.326000000001,331562.23402000003
1460,Naples,2020-02-13,0.705,24.43,28525,1642,20110.125,491290.35375
